ServerSubCategory,FriendlyName,modernisation_candidate,modernisation_treatment,default_flag,modernisation_strategy,modernisation_complexity,applicable_treatment,complexity_score,migration_goal_category,combo_flag,light_modernisation_id,modernisation_focused_id,key_benefits,modernisation_candidate_description,modernisation_candidate_logo
PostgreSQL 17,PostgreSQL 17,Eliminate,Eliminate PostgreSQL 17,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 17,PostgreSQL 17,IaaS,PostgreSQL 17-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.0,PostgreSQL 6.0,Azure Database for PostgreSQL,PostgreSQL 6.0-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.0,PostgreSQL 6.0,SQL Managed Instance,PostgreSQL 6.0-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 6.0,PostgreSQL 6.0,Azure SQL,PostgreSQL 6.0-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.0,PostgreSQL 6.0,Eliminate,Eliminate PostgreSQL 6.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.0,PostgreSQL 6.0,IaaS,PostgreSQL 6.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.1,PostgreSQL 6.1,Azure Database for PostgreSQL,PostgreSQL 6.1-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.1,PostgreSQL 6.1,SQL Managed Instance,PostgreSQL 6.1-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 6.1,PostgreSQL 6.1,Azure SQL,PostgreSQL 6.1-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.1,PostgreSQL 6.1,Eliminate,Eliminate PostgreSQL 6.1,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.1,PostgreSQL 6.1,IaaS,PostgreSQL 6.1-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.2,PostgreSQL 6.2,Azure Database for PostgreSQL,PostgreSQL 6.2-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.2,PostgreSQL 6.2,SQL Managed Instance,PostgreSQL 6.2-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 6.2,PostgreSQL 6.2,Azure SQL,PostgreSQL 6.2-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.2,PostgreSQL 6.2,Eliminate,Eliminate PostgreSQL 6.2,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.2,PostgreSQL 6.2,IaaS,PostgreSQL 6.2-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.3,PostgreSQL 6.3,Azure Database for PostgreSQL,PostgreSQL 6.3-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.3,PostgreSQL 6.3,SQL Managed Instance,PostgreSQL 6.3-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 6.3,PostgreSQL 6.3,Azure SQL,PostgreSQL 6.3-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.3,PostgreSQL 6.3,Eliminate,Eliminate PostgreSQL 6.3,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.3,PostgreSQL 6.3,IaaS,PostgreSQL 6.3-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.4,PostgreSQL 6.4,Azure Database for PostgreSQL,PostgreSQL 6.4-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.4,PostgreSQL 6.4,SQL Managed Instance,PostgreSQL 6.4-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 6.4,PostgreSQL 6.4,Azure SQL,PostgreSQL 6.4-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.4,PostgreSQL 6.4,Eliminate,Eliminate PostgreSQL 6.4,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.4,PostgreSQL 6.4,IaaS,PostgreSQL 6.4-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.5,PostgreSQL 6.5,Azure Database for PostgreSQL,PostgreSQL 6.5-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.5,PostgreSQL 6.5,SQL Managed Instance,PostgreSQL 6.5-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 6.5,PostgreSQL 6.5,Azure SQL,PostgreSQL 6.5-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 6.5,PostgreSQL 6.5,Eliminate,Eliminate PostgreSQL 6.5,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 6.5,PostgreSQL 6.5,IaaS,PostgreSQL 6.5-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.0,PostgreSQL 7.0,Azure Database for PostgreSQL,PostgreSQL 7.0-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.0,PostgreSQL 7.0,SQL Managed Instance,PostgreSQL 7.0-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 7.0,PostgreSQL 7.0,Azure SQL,PostgreSQL 7.0-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.0,PostgreSQL 7.0,Eliminate,Eliminate PostgreSQL 7.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.0,PostgreSQL 7.0,IaaS,PostgreSQL 7.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.1,PostgreSQL 7.1,Azure Database for PostgreSQL,PostgreSQL 7.1-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.1,PostgreSQL 7.1,SQL Managed Instance,PostgreSQL 7.1-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 7.1,PostgreSQL 7.1,Azure SQL,PostgreSQL 7.1-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.1,PostgreSQL 7.1,Eliminate,Eliminate PostgreSQL 7.1,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.1,PostgreSQL 7.1,IaaS,PostgreSQL 7.1-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.2,PostgreSQL 7.2,Azure Database for PostgreSQL,PostgreSQL 7.2-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.2,PostgreSQL 7.2,SQL Managed Instance,PostgreSQL 7.2-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 7.2,PostgreSQL 7.2,Azure SQL,PostgreSQL 7.2-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.2,PostgreSQL 7.2,Eliminate,Eliminate PostgreSQL 7.2,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.2,PostgreSQL 7.2,IaaS,PostgreSQL 7.2-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.3,PostgreSQL 7.3,Azure Database for PostgreSQL,PostgreSQL 7.3-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.3,PostgreSQL 7.3,SQL Managed Instance,PostgreSQL 7.3-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 7.3,PostgreSQL 7.3,Azure SQL,PostgreSQL 7.3-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.3,PostgreSQL 7.3,Eliminate,Eliminate PostgreSQL 7.3,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.3,PostgreSQL 7.3,IaaS,PostgreSQL 7.3-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.4,PostgreSQL 7.4,Azure Database for PostgreSQL,PostgreSQL 7.4-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.4,PostgreSQL 7.4,SQL Managed Instance,PostgreSQL 7.4-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 7.4,PostgreSQL 7.4,Azure SQL,PostgreSQL 7.4-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 7.4,PostgreSQL 7.4,Eliminate,Eliminate PostgreSQL 7.4,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 7.4,PostgreSQL 7.4,IaaS,PostgreSQL 7.4-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.0,PostgreSQL 8.0,Azure Database for PostgreSQL,PostgreSQL 8.0-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.0,PostgreSQL 8.0,SQL Managed Instance,PostgreSQL 8.0-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 8.0,PostgreSQL 8.0,Azure SQL,PostgreSQL 8.0-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.0,PostgreSQL 8.0,Eliminate,Eliminate PostgreSQL 8.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.0,PostgreSQL 8.0,IaaS,PostgreSQL 8.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.1,PostgreSQL 8.1,Azure Database for PostgreSQL,PostgreSQL 8.1-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.1,PostgreSQL 8.1,SQL Managed Instance,PostgreSQL 8.1-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 8.1,PostgreSQL 8.1,Azure SQL,PostgreSQL 8.1-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.1,PostgreSQL 8.1,Eliminate,Eliminate PostgreSQL 8.1,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.1,PostgreSQL 8.1,IaaS,PostgreSQL 8.1-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.2,PostgreSQL 8.2,Azure Database for PostgreSQL,PostgreSQL 8.2-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.2,PostgreSQL 8.2,SQL Managed Instance,PostgreSQL 8.2-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 8.2,PostgreSQL 8.2,Azure SQL,PostgreSQL 8.2-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.2,PostgreSQL 8.2,Eliminate,Eliminate PostgreSQL 8.2,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.2,PostgreSQL 8.2,IaaS,PostgreSQL 8.2-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.3,PostgreSQL 8.3,Azure Database for PostgreSQL,PostgreSQL 8.3-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.3,PostgreSQL 8.3,SQL Managed Instance,PostgreSQL 8.3-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 8.3,PostgreSQL 8.3,Azure SQL,PostgreSQL 8.3-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.3,PostgreSQL 8.3,Eliminate,Eliminate PostgreSQL 8.3,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.3,PostgreSQL 8.3,IaaS,PostgreSQL 8.3-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.4,PostgreSQL 8.4,Azure Database for PostgreSQL,PostgreSQL 8.4-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.4,PostgreSQL 8.4,SQL Managed Instance,PostgreSQL 8.4-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 8.4,PostgreSQL 8.4,Azure SQL,PostgreSQL 8.4-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 8.4,PostgreSQL 8.4,Eliminate,Eliminate PostgreSQL 8.4,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 8.4,PostgreSQL 8.4,IaaS,PostgreSQL 8.4-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.0,PostgreSQL 9.0,Azure Database for PostgreSQL,PostgreSQL 9.0-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.0,PostgreSQL 9.0,SQL Managed Instance,PostgreSQL 9.0-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 9.0,PostgreSQL 9.0,Azure SQL,PostgreSQL 9.0-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.0,PostgreSQL 9.0,Eliminate,Eliminate PostgreSQL 9.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.0,PostgreSQL 9.0,IaaS,PostgreSQL 9.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.1,PostgreSQL 9.1,Azure Database for PostgreSQL,PostgreSQL 9.1-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.1,PostgreSQL 9.1,SQL Managed Instance,PostgreSQL 9.1-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 9.1,PostgreSQL 9.1,Azure SQL,PostgreSQL 9.1-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.1,PostgreSQL 9.1,Eliminate,Eliminate PostgreSQL 9.1,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.1,PostgreSQL 9.1,IaaS,PostgreSQL 9.1-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.2,PostgreSQL 9.2,Azure Database for PostgreSQL,PostgreSQL 9.2-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.2,PostgreSQL 9.2,SQL Managed Instance,PostgreSQL 9.2-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 9.2,PostgreSQL 9.2,Azure SQL,PostgreSQL 9.2-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.2,PostgreSQL 9.2,Eliminate,Eliminate PostgreSQL 9.2,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.2,PostgreSQL 9.2,IaaS,PostgreSQL 9.2-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.3,PostgreSQL 9.3,Azure Database for PostgreSQL,PostgreSQL 9.3-to-Azure Database for PostgreSQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.3,PostgreSQL 9.3,SQL Managed Instance,PostgreSQL 9.3-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,2,database_interest,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
PostgreSQL 9.3,PostgreSQL 9.3,Azure SQL,PostgreSQL 9.3-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,2,database_interest,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
PostgreSQL 9.3,PostgreSQL 9.3,Eliminate,Eliminate PostgreSQL 9.3,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
PostgreSQL 9.3,PostgreSQL 9.3,IaaS,PostgreSQL 9.3-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
